price,os,new,model_cpu,core,frequency_ghz,socket,ram_gb,ram_type,ram_ghz,model_gpu,vram_gb,storage_gb,mother_board,power_supply,estimation,link
834999,macOS,yes,Apple M2 Ultra,24,0 ГГц,,64 ГБ,LPDDR5,,Apple M2 Ultra 76-core,,1024,SoC,1280,,https://www.dns-shop.ru/product/109923d08483d21a/pk-apple-mac-pro-m2-ultra-z1719/
37999,без ОС,yes,Intel Core i3-12100,4,4.3 ГГц,LGA 1700,8 ГБ,DDR4,,Intel UHD Graphics 730,,512,Intel H610,400,,https://www.dns-shop.ru/product/7b7437865f64d0a4/pk-dexp-atlas-h465/
322999,без ОС,yes,Intel Core Ultra 7 265K,20,5.5 ГГц,LGA 1851,32 ГБ,DDR5,5600 МГц,GeForce RTX 4080 SUPER,16 ГБ,1024,Intel Z890,1000,,https://www.dns-shop.ru/product/a52c42537af0d9cb/pk-msi-mpg-infinite-x3-ai-2nug7-006xru-9s6-b94211-006/
81499,без ОС,yes,Intel Core i7-12700,12,4.9 ГГц,LGA 1700,32 ГБ,DDR4,3200 МГц,Intel UHD Graphics 770,,1024,Intel B760,500,,https://www.dns-shop.ru/product/e2803a31c360d9cb/pk-dexp-atlas-h566/
19699,без ОС,yes,Intel N100,4,,BGA 1264,8 ГБ,DDR4,3200 МГц,Intel UHD Graphics,,256,SoC,36В,,https://www.dns-shop.ru/product/9fe28da30ed4d9cb/mini-pk-dexp-compact-m008/
41999,Windows 11 Pro,yes,Intel Core i3-1220P,10,4.4 ГГц,BGA 1744,16 ГБ,DDR4,3200 МГц,Intel UHD Graphics,,512,SoC,90В,,https://www.dns-shop.ru/product/9c8c7380843fd582/mini-pk-chuwi-larkbox-s-1746751/
261999,macOS,yes,Apple M4 Max,14,,,36 ГБ,,,Apple M4 Max 32-core,,512,SoC,480,,https://www.dns-shop.ru/product/4a5fd7a2fa5ed21a/mini-pk-apple-mac-studio-m4-max/
83999,Windows 11 Pro,yes,AMD Ryzen 7 8845HS,8,5.1 ГГц,FP8,32 ГБ,DDR5,5600 МГц,AMD Radeon 780M,,1024,SoC,120,,https://www.dns-shop.ru/product/67188314f27dd582/mini-pk-beelink-ser8-00082/
286999,без ОС,yes,Intel Core Ultra 7 265K,20,5.5 ГГц,LGA 1851,32 ГБ,DDR5,5600 МГц,GeForce RTX 4070 Ti SUPER,16 ГБ,2048,Intel Z890,850,,https://www.dns-shop.ru/product/a1d2eb7f7af1d9cb/pk-msi-mpg-infinite-x3-ai-2nuf7-008xru-9s6-b94211-008/
69999,без ОС,yes,Intel Core i7-1255U,10,4.7 ГГц,BGA 1744,16 ГБ,DDR4,,Intel Iris Xe Graphics,,1024,SoC,120,,https://www.dns-shop.ru/product/71cfd604eca7ed20/mini-pk-msi-pro-dp10-12m-220xru-9s6-b0a622-220/
449999,без ОС,yes,Intel Core Ultra 7 265K,20,5.5 ГГц,LGA 1851,32 ГБ,DDR5,5600 МГц,GeForce RTX 5080,16 ГБ,,Intel Z890,1200,,https://www.dns-shop.ru/product/194d2eba7420d582/pk-msi-meg-vision-x-ai-2nvv7-242xru-9s6-b92111-242/
47499,без ОС,yes,Intel Core i3-13100,4,4.5 ГГц,LGA 1700,16 ГБ,DDR4,3200 МГц,Intel UHD Graphics 730,,500,Intel H610,500,,https://www.dns-shop.ru/product/118bda5144f4d9cb/pk-dexp-atlas-h543/
29799,без ОС,yes,AMD Ryzen 3 3200G,4,4 ГГц,AM4,16 ГБ,DDR4,3200 МГц,AMD Radeon Vega 8,,256,AMD A520,350,,https://www.dns-shop.ru/product/288b5edcc44dd582/pk-dexp-aquilon-o361/
70999,Linux,yes,AMD Ryzen 7 7840HS,8,5.1 ГГц,,16 ГБ,DDR5,,AMD Radeon 780M,,512,,100,,https://www.dns-shop.ru/product/222eb65b5b5cd0a4/mini-pk-maibenben-pc87-pc8700f0lb0e0/
261999,без ОС,yes,Intel Core i7-13700KF,16,5.4 ГГц,LGA 1700,32 ГБ,DDR4,,GeForce RTX 4070 Ti,12 ГБ,1024,Intel Z790,800,,https://www.dns-shop.ru/product/a992675b5462d9cb/pk-iru-game-710z7gp-mt-2016218/
53299,без ОС,yes,Intel Core i5-1235U,10,4.4 ГГц,BGA 1744,16 ГБ,DDR4,,Intel Iris Xe Graphics,,512,SoC,120,,https://www.dns-shop.ru/product/744354c7eca7ed20/mini-pk-msi-pro-dp10-12m-221ru-9s6-b0a622-221/
38999,без ОС,yes,Intel Core i3-12100,4,4.3 ГГц,LGA 1700,8 ГБ,DDR4,,Intel UHD Graphics 730,,512,Intel H610,300,,https://www.dns-shop.ru/product/d33d9335988aed20/pk-dexp-atlas-h426/
29799,без ОС,yes,Intel Pentium Gold G6405,2,0 ГГц,LGA 1200,8 ГБ,DDR4,2666 МГц,GeForce GT 710,2 ГБ,256,Intel H470,400,,https://www.dns-shop.ru/product/a582c9ac0b59d9cb/pk-dexp-atlas-h445/
38999,без ОС,yes,Intel Core i3-12100,4,4.3 ГГц,LGA 1700,8 ГБ,DDR4,3200 МГц,Intel UHD Graphics 730,,512,Intel H610,350,,https://www.dns-shop.ru/product/2812cf68c440d9cb/pk-dexp-aquilon-o359/
107999,без ОС,yes,AMD Ryzen 5 8400F,6,4.7 ГГц,AM5,16 ГБ,DDR5,5600 МГц,GeForce RTX 5060,8 ГБ,1024,AMD A620,500,,https://www.dns-shop.ru/product/60e4992bd4c3d582/pk-ardor-gaming-neo-m249/
37299,без ОС,yes,Intel Core i3-1315U,6,4.5 ГГц,BGA 1744,8 ГБ,DDR4,,Intel UHD Graphics,,512,SoC,120,,https://www.dns-shop.ru/product/8446160c89aced20/mini-pk-msi-pro-dp-10-13m-069xru-9s6-b0a612-069/
99999,без ОС,yes,AMD Ryzen 5 7500F,6,5 ГГц,AM5,16 ГБ,DDR5,5600 МГц,GeForce RTX 5050,8 ГБ,1024,AMD B650,500,,https://www.dns-shop.ru/product/d01940cbd66bd9cb/pk-ardor-gaming-neo-m254/
31299,Windows 11 Pro,yes,Intel Core i3-1315U,6,4.5 ГГц,BGA 1744,8 ГБ,DDR4,,Intel UHD Graphics,,512,SoC,60В,,https://www.dns-shop.ru/product/3822c6ea43d3d0a4/mini-pk-rombica-blackbird-i3-q131u85p-pcmi-0332/
32999,без ОС,yes,Intel N200,4,,BGA 1264,8 ГБ,DDR4,,Intel UHD Graphics,,,SoC,65В,,https://www.dns-shop.ru/product/184d49b3603cd582/mini-pk-msi-cubi-n-adl-030xru-9s6-b0a911-099/
47999,без ОС,yes,Intel Core i5-1235U,10,4.4 ГГц,BGA 1744,8 ГБ,DDR4,,Intel Iris Xe Graphics,,512,SoC,120,,https://www.dns-shop.ru/product/8803da49eca7ed20/mini-pk-msi-pro-dp10-12m-200xru-9s6-b0a621-200/
45499,Windows 11 Pro,yes,Intel Core i5-12400,6,4.4 ГГц,LGA 1700,16 ГБ,DDR4,,Intel UHD Graphics 730,,512,Intel H610,120,,https://www.dns-shop.ru/product/2033018943d3d0a4/mini-pk-rombica-whitebird-i5-wx124165p-pcmi-0352/
37999,без ОС,yes,Intel Core i3-12100,4,4.3 ГГц,LGA 1700,8 ГБ,DDR4,3200 МГц,Intel UHD Graphics 730,,512,Intel H610,350,,https://www.dns-shop.ru/product/90b6d19044f1d9cb/pk-dexp-aquilon-o333/
28999,без ОС,yes,Intel N100,4,,BGA 1264,8 ГБ,DDR4,,Intel UHD Graphics,,256,SoC,65В,,https://www.dns-shop.ru/product/8e772deaeca7ed20/mini-pk-msi-cubi-n-adl-037xru-9s6-b0a911-057/
47999,без ОС,yes,Intel Core 3-100U,6,4.7 ГГц,BGA 1744,8 ГБ,DDR5,,Intel UHD Graphics,,512,SoC,120,,https://www.dns-shop.ru/product/77ff73fe6039d582/mini-pk-msi-cubi-nuc-1m-045xru-9s6-b0b111-045/
25199,Windows 11 Pro,yes,Intel Celeron N5095,4,2.9 ГГц,BGA 1090,8 ГБ,DDR4,,Intel UHD Graphics,,,,60В,,https://www.dns-shop.ru/product/9c24756ade14d582/mini-pk-azerty-az-0016-8-512-120-0700/
